DSCode,Date,TR_Price,Stale,WeeklyLnReturn,DailyLnReturn
69568X,26/04/2024,10566.5,NULL,0.134911,-0.011171
69568X,29/04/2024,12184,NULL,0.31194,0.142435
69568X,30/04/2024,11507.7,NULL,0.236487,-0.0571072
69568X,1/05/2024,11301.2,NULL,0.104504,-0.0181075
69568X,2/05/2024,11302.4,NULL,0.0561555,0.000106178
69568X,3/05/2024,11376.5,NULL,0.0738612,0.00653473
69568X,6/05/2024,11600.7,NULL,-0.0490582,0.0195156
69568X,7/05/2024,11164.3,NULL,-0.0302952,-0.0383443
69568X,8/05/2024,10970.3,NULL,-0.0297173,-0.0175296
69568X,9/05/2024,10797.6,NULL,-0.0456912,-0.0158677
69568X,10/05/2024,10577.9,NULL,-0.0727829,-0.020557
69568X,13/05/2024,10792.6,NULL,-0.0722047,0.0200938
69568X,14/05/2024,11148,NULL,-0.00146108,0.0323994
69568X,15/05/2024,10924.5,NULL,-0.00418365,-0.0202521
69568X,16/05/2024,10977.8,NULL,0.0165512,0.00486708
69568X,17/05/2024,11142.3,NULL,0.0519818,0.0148736
69568X,20/05/2024,10984.7,NULL,0.0176427,-0.0142453
69568X,21/05/2024,11716.2,NULL,0.0497124,0.0644691
69568X,22/05/2024,11308.7,NULL,0.0345644,-0.0354002
69568X,23/05/2024,10908.8,NULL,-0.00630525,-0.0360025
69568X,24/05/2024,11254.1,NULL,0.00998383,0.0311627
69568X,27/05/2024,11254.1,NULL,0.0242291,0
69568X,28/05/2024,11097.7,NULL,-0.0542346,-0.0139946
69568X,29/05/2024,11062.6,NULL,-0.0220023,-0.00316783
69568X,30/05/2024,11225.8,NULL,0.0286449,0.0146447
69568X,31/05/2024,11181.2,NULL,-0.00649871,-0.0039809
69568X,3/06/2024,11068.9,NULL,-0.0165931,-0.0100944
69568X,4/06/2024,10973.4,NULL,-0.0112637,-0.00866521
69568X,5/06/2024,10987.9,NULL,-0.00677538,0.0013205
69568X,6/06/2024,11172.5,NULL,-0.0047593,0.0166607
69568X,7/06/2024,11143.6,NULL,-0.00336845,-0.00259006
69568X,10/06/2024,10911.9,NULL,-0.0142854,-0.0210114
69568X,11/06/2024,10715.4,NULL,-0.0237922,-0.018172
69568X,12/06/2024,11131.6,NULL,0.0129932,0.0381059
69568X,13/06/2024,11456.9,NULL,0.0251368,0.0288043
69568X,14/06/2024,11176.8,NULL,0.00297486,-0.024752
69568X,17/06/2024,11768.9,NULL,0.0756065,0.0516203
69568X,18/06/2024,11607,NULL,0.0799264,-0.0138521
69568X,19/06/2024,11607,NULL,0.0418205,0
69568X,20/06/2024,11400.4,NULL,-0.00494373,-0.0179599
69568X,21/06/2024,11490.8,NULL,0.0277065,0.00789827
69568X,24/06/2024,11463.8,NULL,-0.0262662,-0.00235247
69568X,25/06/2024,11763.3,NULL,0.0133762,0.0257903
69568X,26/06/2024,12329.6,NULL,0.0603945,0.0470184
69568X,27/06/2024,12395.6,NULL,0.0836931,0.0053387
69568X,28/06/2024,12424.5,NULL,0.0781236,0.00232876
69568X,1/07/2024,13176.6,NULL,0.139248,0.0587722
69568X,2/07/2024,14520.3,NULL,0.210563,0.0971051
69568X,3/07/2024,15470.3,NULL,0.226919,0.0633744
69568X,4/07/2024,15470.3,NULL,0.22158,0
69568X,5/07/2024,15792.4,NULL,0.239858,0.0206068
69568X,8/07/2024,15881.5,NULL,0.186712,0.0056261
69568X,9/07/2024,16471.1,NULL,0.12606,0.0364524
69568X,10/07/2024,16529.5,NULL,0.0662246,0.00353933
69568X,11/07/2024,15133.7,NULL,-0.021998,-0.0882226
69568X,12/07/2024,15585.8,NULL,-0.0131686,0.0294362
69568X,15/07/2024,15862.7,NULL,-0.00118447,0.0176102
69568X,16/07/2024,16108.8,NULL,-0.0222416,0.0153953
69568X,17/07/2024,15602.8,NULL,-0.0576963,-0.0319153
69568X,18/07/2024,15648.6,NULL,0.0334574,0.00293107
69568X,19/07/2024,15018.8,NULL,-0.0370575,-0.0410787
